id,name,canteen,shop,location,category,price,original_price,price_dinein,price_takeout,delivery_available,addon_only,min_order,delivery_fee,package_fee,delivery_start,portion_g,kcal,protein_g,fat_g,carbs_g,fiber_g,sodium_mg,sugar_g,oil_level,is_fried,is_drink,tags,estimate_note,external_price_note,source_note,available_breakfast,available_lunch,available_dinner,dinein_available,takeout_available,item_role,component_type,standalone_allowed,meal_anchor,complete_meal,shop_mode,bundle_group,provides_group,requires_group,choice_group,choice_min,choice_max,package_fee_per_order,delivery_fee_per_order,rule_note,preference_categories,is_light,light_anchor,soup_meal,soup_priority,counts_for_preference,auto_attach_scope,auto_attach_value,movement_counted
D0020,土豆烧肉,二饭,湘菜小炒,二饭,荤菜,4.0,4.0,4.0,4.0,1,0,0.0,1.2,1.0,,200,340,24.0,22.0,10.0,1.0,750,3.0,中,0,0,蛋白质来源;中脂,按单份荤菜约200g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,0,1,0,alacarte_rice,,xiangcai_alacarte,,,0,0,1.0,1.2,按自选菜处理，需搭配同窗口白米饭,荤菜,0,0,0,0,1,,,1
D0021,辣椒炒鸡蛋,二饭,湘菜小炒,二饭,荤菜,4.0,4.0,4.0,4.0,1,0,0.0,1.2,1.0,,180,220,15.0,14.0,8.0,0.0,100,1.0,中,0,0,蛋白质来源;中脂,按鸡蛋类常见份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,0,1,0,alacarte_rice,,xiangcai_alacarte,,,0,0,1.0,1.2,按自选菜处理，需搭配同窗口白米饭,荤菜,0,0,0,0,1,,,1
D0022,豆角炒肉,二饭,湘菜小炒,二饭,荤菜,4.0,4.0,4.0,4.0,1,0,0.0,1.2,1.0,,200,340,24.0,22.0,18.0,3.0,750,3.0,中,0,0,蛋白质来源;含蔬菜;中脂,按单份荤菜约200g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,0,1,0,alacarte_rice,,xiangcai_alacarte,,,0,0,1.0,1.2,按自选菜处理，需搭配同窗口白米饭,荤菜,0,0,0,0,1,,,1
D0023,木耳炒肉,二饭,湘菜小炒,二饭,荤菜,4.0,4.0,4.0,4.0,1,0,0.0,1.2,1.0,,200,340,24.0,22.0,10.0,1.0,750,3.0,中,0,0,蛋白质来源;中脂,按单份荤菜约200g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,0,1,0,alacarte_rice,,xiangcai_alacarte,,,0,0,1.0,1.2,按自选菜处理，需搭配同窗口白米饭,荤菜,0,0,0,0,1,,,1
D0024,时令青菜,二饭,湘菜小炒,二饭,素菜,2.0,2.0,2.0,2.0,1,0,0.0,1.2,1.0,,180,135,4.0,8.0,13.0,4.0,520,2.0,中,0,0,补蔬菜;高纤维;中脂,按蔬菜160g+食用油估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,vegetable,0,1,0,alacarte_rice,,xiangcai_alacarte,,,0,0,1.0,1.2,按自选菜处理，需搭配同窗口白米饭,素菜,1,1,0,0,1,,,1
D0025,水煮蛋,二饭,湘菜小炒,二饭,荤菜,2.0,2.0,2.0,2.0,1,0,0.0,1.2,1.0,,60,80,7.0,5.0,1.0,0.0,100,1.0,低,0,0,蛋白质来源;低脂,按鸡蛋类常见份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,0,1,0,alacarte_rice,,xiangcai_alacarte,,,0,0,1.0,1.2,按自选菜处理，需搭配同窗口白米饭,荤菜,1,1,0,0,1,,,1
D0026,红油素酸辣粉（小份）,二饭,渝见粉面,二饭一楼,主食,10.0,10.0,10.0,10.0,1,0,0.0,1.2,1.0,,520,640,17.0,21.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;中脂;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0027,红油素酸辣粉（大份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,640,17.0,21.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;中脂;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0028,肉丝酸辣粉（小份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,730,27.0,27.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0029,肉丝酸辣粉（大份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,730,27.0,27.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0030,酸菜肉丝酸辣粉（小份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,730,27.0,27.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0031,酸菜肉丝酸辣粉（大份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,730,27.0,27.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0032,杂酱酸辣粉（小份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,730,27.0,27.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0033,杂酱酸辣粉（大份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,730,27.0,27.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0034,牛肉酸辣粉（小份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,730,27.0,27.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0035,牛肉酸辣粉（大份）,二饭,渝见粉面,二饭一楼,主食,18.0,18.0,18.0,18.0,1,0,0.0,1.2,1.0,,520,730,27.0,27.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0036,肥肠酸辣粉（小份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,820,27.0,35.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0037,肥肠酸辣粉（大份）,二饭,渝见粉面,二饭一楼,主食,18.0,18.0,18.0,18.0,1,0,0.0,1.2,1.0,,520,820,27.0,35.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0038,酸菜米线（小份）,二饭,渝见粉面,二饭一楼,主食,10.0,10.0,10.0,10.0,1,0,0.0,1.2,1.0,,520,560,17.0,15.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;中脂;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0039,酸菜米线（大份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,560,17.0,15.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;中脂;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0040,红油素米线（小份）,二饭,渝见粉面,二饭一楼,主食,10.0,10.0,10.0,10.0,1,0,0.0,1.2,1.0,,520,640,17.0,21.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;中脂;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0041,红油素米线（大份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,640,17.0,21.0,88.0,2.5,1500,3.0,高,0,0,主食;可作正餐;中脂;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0042,肉丝米线（小份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,650,27.0,21.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;含蛋白质;中脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0043,肉丝米线（大份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,650,27.0,21.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;含蛋白质;中脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0044,杂酱米线（小份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,650,27.0,21.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;含蛋白质;中脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0045,杂酱米线（大份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,650,27.0,21.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;含蛋白质;中脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0046,牛肉米线（小份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,650,27.0,21.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;含蛋白质;中脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0047,牛肉米线（大份）,二饭,渝见粉面,二饭一楼,主食,18.0,18.0,18.0,18.0,1,0,0.0,1.2,1.0,,520,650,27.0,21.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;含蛋白质;中脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0048,肥肠米线（小份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,520,740,27.0,29.0,88.0,2.5,1250,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0049,肥肠米线（大份）,二饭,渝见粉面,二饭一楼,主食,18.0,18.0,18.0,18.0,1,0,0.0,1.2,1.0,,520,740,27.0,29.0,88.0,2.5,1250,3.0,高,0,0,主食;可作正餐;含蛋白质;高脂;高蛋白;高碳水;高钠,按一碗粉面约500g估算;大份按加量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,protein,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食;荤菜,0,0,0,0,1,,,1
D0050,麻辣抄手（小份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,350,470,13.0,10.0,78.0,2.0,850,3.0,中,0,0,主食;可作正餐;中脂;高碳水,按普通粉面/面点份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0051,麻辣抄手（大份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,350,470,13.0,10.0,78.0,2.0,850,3.0,中,0,0,主食;可作正餐;中脂;高碳水,按普通粉面/面点份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0052,酸菜抄手（小份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,350,470,13.0,10.0,78.0,2.0,850,3.0,中,0,0,主食;可作正餐;中脂;高碳水,按普通粉面/面点份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0053,酸菜抄手（大份）,二饭,渝见粉面,二饭一楼,主食,15.0,15.0,15.0,15.0,1,0,0.0,1.2,1.0,,350,470,13.0,10.0,78.0,2.0,850,3.0,中,0,0,主食;可作正餐;中脂;高碳水,按普通粉面/面点份量估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,other,1,0,0,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
D0054,潮汕风味粿条（小份）,二饭,渝见粉面,二饭一楼,主食,12.0,12.0,12.0,12.0,1,0,0.0,1.2,1.0,,520,560,17.0,15.0,88.0,2.5,1250,3.0,中,0,0,主食;可作正餐;中脂;高碳水;高钠,按一碗粉面约500g估算,,用户收集菜单;营养为南方高校食堂常见份量理论估算,0,1,1,1,1,base,staple,1,1,1,base_addon,,yujian_base,,,0,0,1.0,1.2,,主食,0,0,0,0,1,,,1
